party,seats,sq_cabinet,sq_pm,election_year,banzhaf,shapley,splus,country,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_name_english,country_id,election_id,seats_share,enpp,mingov,bicameral,miw_proportion,cabinet_proportion,seats_proportion,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13
CD,8,0,0,1998,0.052863438,0.047619049,0.046017896,DNK,Rasmussen N IV,0,0,0,5.6089948,5.7,0,20,Centre Democrats,21,389,4.4692736,4.9195457,1,0,0.05479452,0,0.045714285,0,0,0,1,0,0,0,0,0,0,0,0,0
ENH,5,0,0,1998,0.035242289,0.031746034,0.026844539,DNK,Rasmussen N IV,0,0,0,1,,0,20,Red-Green Alliance,21,389,2.7932961,4.9195457,1,0,0.04109589,0,0.028571429,0,0,0,1,0,0,0,0,0,0,0,0,0
DF,13,0,0,1998,0.083700441,0.080158733,0.076100171,DNK,Rasmussen N IV,0,0,0,8.4590475,,0,20,Danish Peoples Party,21,389,7.2625699,4.9195457,1,0,0.09589041,0,0.074285716,0,0,0,1,0,0,0,0,0,0,0,0,0
KF,16,0,0,1998,0.10132159,0.096031748,0.098823175,DNK,Rasmussen N IV,0,0,0,7.1683492,7.3,0,20,Conservatives,21,389,8.9385471,4.9195457,1,0,0.10958904,0,0.09142857,0,0,0,1,0,0,0,0,0,0,0,0,0
KRF,4,0,0,1998,0.022026433,0.019841271,0.021422382,DNK,Rasmussen N IV,0,0,0,5.8095237,6.2,0,20,Christian People's Party,21,389,2.2346368,4.9195457,1,0,0.02739726,0,0.022857143,0,0,0,1,0,0,0,0,0,0,0,0,0
SF,13,0,0,1998,0.083700441,0.080158733,0.076280028,DNK,Rasmussen N IV,0,0,0,2.1851429,1.9,0,20,Socialist Peoples Party,21,389,7.2625699,4.9195457,1,0,0.09589041,0,0.074285716,0,0,0,1,0,0,0,0,0,0,0,0,0
SD,63,1,1,1998,0.43171805,0.42539683,0.42541984,DNK,Rasmussen N IV,0,1,1,3.8689841,3.8,16,20,Social Democrats,21,389,35.19553,4.9195457,1,0,0.32876712,0.80000001,0.36000001,0,0,0,1,0,0,0,0,0,0,0,0,0
RV,7,1,0,1998,0.035242289,0.031746034,0.039003324,DNK,Rasmussen N IV,0,1,0,4.9697778,4.8,4,20,Danish Social-Liberal Party,21,389,3.9106145,4.9195457,1,0,0.04109589,0.2,0.039999999,0,0,0,1,0,0,0,0,0,0,0,0,0
V,42,0,0,1998,0.13215859,0.16746032,0.16872638,DNK,Rasmussen N IV,0,0,0,7.2685714,6.7,0,20,Liberal Party of Denmark,21,389,23.463688,4.9195457,1,0,0.1780822,0,0.23999999,0,0,0,1,0,0,0,0,0,0,0,0,0
D66,24,0,0,1994,0.071285143,0.080952384,0.087824062,NLD,Kok I,0,1,0,4.4204445,4.4,4,14,Libertarians,8,570,16,5.4164662,0,1,0.1122449,0.2857143,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0
VVD,31,0,0,1994,0.19829318,0.18975469,0.19033204,NLD,Kok I,0,1,0,7.2037778,7.4,5,14,People's Party for Freedom and Democracy,8,570,20.666666,5.4164662,0,1,0.18367347,0.35714287,0.20666666,0,0,0,0,0,0,0,0,0,1,0,0,0
GPV,2,0,0,1994,0.019076305,0.018506493,0.01793937,NLD,Kok I,0,0,0,8.1444444,9,0,14,Reformed Political League,8,570,1.3333334,5.4164662,0,1,0.020408163,0,0.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
GL,5,0,0,1994,0.048192769,0.049386725,0.046227597,NLD,Kok I,0,0,0,2.0366666,,0,14,Green Left,8,570,3.3333333,5.4164662,0,1,0.05102041,0,0.033333335,0,0,0,0,0,0,0,0,0,1,0,0,0
CD,3,0,0,1994,0.028614458,0.027741702,0.026719734,NLD,Kok I,0,0,0,9.4097222,,0,14,Centre Democrats,8,570,2,5.4164662,0,1,0.030612245,0,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0
AOV,6,0,0,1994,0.057228915,0.058261182,0.056446418,NLD,Kok I,0,0,0,,,0,14,General Senior Union / Union 55+,8,570,4,5.4164662,0,1,0.06122449,0,0.039999999,0,0,0,0,0,0,0,0,0,1,0,0,0
CDA,34,1,1,1994,0.22690763,0.22882396,0.22957449,NLD,Kok I,0,0,0,5.8017777,5.7,0,14,Christian Democrats,8,570,22.666666,5.4164662,0,1,0.21428572,0,0.22666667,0,0,0,0,0,0,0,0,0,1,0,0,0
PVDA,37,1,0,1994,0.27459839,0.27370131,0.27333561,NLD,Kok I,0,1,1,3.5371111,2.6,5,14,Labour,8,570,24.666666,5.4164662,0,1,0.24489796,0.35714287,0.24666667,0,0,0,0,0,0,0,0,0,1,0,0,0
UN55,1,0,0,1994,0.009036145,0.008116883,0.009528113,NLD,Kok I,0,0,0,,,0,14,Union 55+,8,570,0.66666669,5.4164662,0,1,0.010204081,0,0.006666667,0,0,0,0,0,0,0,0,0,1,0,0,0
RPF,3,0,0,1994,0.028614458,0.027741702,0.026683176,NLD,Kok I,0,0,0,8.2962964,9.2,0,14,Reformatory Political Federation,8,570,2,5.4164662,0,1,0.030612245,0,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0
SP,2,0,0,1994,0.019076305,0.018506493,0.017627984,NLD,Kok I,0,0,0,1.2425,0.6,0,14,Socialist Party,8,570,1.3333334,5.4164662,0,1,0.020408163,0,0.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
SGP,2,0,0,1994,0.019076305,0.018506493,0.01776142,NLD,Kok I,0,0,0,8.4472222,9.2,0,14,Political Reformed Party,8,570,1.3333334,5.4164662,0,1,0.020408163,0,0.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
F,13,1,0,1991,0.16666667,0.16666667,0.14177749,ISL,Oddsson I,0,0,0,3.8888889,,0,11,Progressive Party,56,274,20.63492,3.7764034,0,0,0.2,0,0.20634921,0,0,0,0,0,0,1,0,0,0,0,0,0
SJ,26,1,1,1991,0.5,0.5,0.53754622,ISL,Oddsson I,0,1,1,6.9444444,,6,11,Independence Party,56,274,41.26984,3.7764034,0,0,0.40000001,0.54545456,0.41269842,0,0,0,0,0,0,1,0,0,0,0,0,0
AB,9,0,0,1991,0.16666667,0.16666667,0.13886945,ISL,Oddsson I,0,0,0,2.2222222,,0,11,People's Alliance,56,274,14.285714,3.7764034,0,0,0.2,0,0.14285715,0,0,0,0,0,0,1,0,0,0,0,0,0
A,10,1,0,1991,0.16666667,0.16666667,0.14102757,ISL,Oddsson I,0,1,0,4.4444444,,5,11,Social Democratic Party,56,274,15.873015,3.7764034,0,0,0.2,0.45454547,0.15873016,0,0,0,0,0,0,1,0,0,0,0,0,0
SK,5,0,0,1991,0,0,0.040779255,ISL,Oddsson I,0,0,0,2.2222222,,0,11,Womens Alliance,56,274,7.9365077,3.7764034,0,0,0,0,0.079365082,0,0,0,0,0,0,1,0,0,0,0,0,0
V,30,0,0,2002,0.043478262,0.03809524,0.063928127,SWE,Persson III,0,0,0,1.5791111,1.2,0,25,Left Party (Communists),35,156,8.5959883,4.2252402,1,0,0.06666667,0,0.085959889,0,0,0,0,0,0,0,0,0,0,0,0,1
FP,48,0,0,2002,0.086956523,0.10476191,0.10133106,SWE,Persson III,0,0,0,6.1551111,5.5,0,25,Liberals,35,156,13.753582,4.2252402,1,0,0.13333334,0,0.13753581,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,144,1,1,2002,0.60869563,0.5714286,0.5802415,SWE,Persson III,0,1,1,3.3653333,2.9,25,25,Social Democrats,35,156,41.260746,4.2252402,1,0,0.40000001,1,0.41260746,0,0,0,0,0,0,0,0,0,0,0,0,1
KD,33,0,0,2002,0.086956523,0.10476191,0.083869472,SWE,Persson III,0,0,0,7.0141667,,0,25,Christian Democrats,35,156,9.4555874,4.2252402,1,0,0.13333334,0,0.094555877,0,0,0,0,0,0,0,0,0,0,0,0,1
M,55,0,0,2002,0.086956523,0.10476191,0.10133106,SWE,Persson III,0,0,0,7.7642222,7.7,0,25,Moderate Party,35,156,15.759313,4.2252402,1,0,0.13333334,0,0.15759312,0,0,0,0,0,0,0,0,0,0,0,0,1
C,22,0,0,2002,0.043478262,0.03809524,0.035079349,SWE,Persson III,0,0,0,5.7886666,5.9,0,25,Centre Party,35,156,6.3037248,4.2252402,1,0,0.06666667,0,0.063037246,0,0,0,0,0,0,0,0,0,0,0,0,1
MP,17,0,0,2002,0.043478262,0.03809524,0.034219436,SWE,Persson III,0,0,0,3.3733334,,0,25,Greens,35,156,4.8710604,4.2252402,1,0,0.06666667,0,0.048710603,0,0,0,0,0,0,0,0,0,0,0,0,1
GRAEN,14,1,0,2009,0.23076923,0.23333333,0.23965603,ISL,Sigurdardottir II,0,1,0,1.4473684,,5,10,Left-Green Movement,56,36,22.222221,4.1822972,0,0,0.22222222,0.5,0.22222222,0,0,0,0,0,0,1,0,0,0,0,0,0
SAM,20,1,1,2009,0.38461539,0.40000001,0.38743293,ISL,Sigurdardottir II,0,1,1,4.2982458,,5,10,Social Democratic Alliance,56,36,31.746031,4.1822972,0,0,0.33333334,0.5,0.31746033,0,0,0,0,0,0,1,0,0,0,0,0,0
B,4,0,0,2009,0.07692308,0.06666667,0.055707764,ISL,Sigurdardottir II,0,0,0,,,0,10,Citizens' Movement,56,36,6.3492064,4.1822972,0,0,0.11111111,0,0.063492067,0,0,0,0,0,0,1,0,0,0,0,0,0
F,9,0,0,2009,0.07692308,0.06666667,0.06647335,ISL,Sigurdardottir II,0,0,0,3.8888889,,0,10,Progressive Party,56,36,14.285714,4.1822972,0,0,0.11111111,0,0.14285715,0,0,0,0,0,0,1,0,0,0,0,0,0
SJ,16,0,0,2009,0.23076923,0.23333333,0.25072992,ISL,Sigurdardottir II,0,0,0,6.9444444,,0,10,Independence Party,56,36,25.396826,4.1822972,0,0,0.22222222,0,0.25396827,0,0,0,0,0,0,1,0,0,0,0,0,0
PLD,2, ,,1994,0.003524,0.002870233,0.002923926,ITA,Berlusconi I,0,0,0,,,0,27,Liberal Democratic Pole,26,146,0.31746033,7.6707511,0,1,0.003194888,0,0.003174603,0,0,0,0,0,0,0,1,0,0,0,0,0
CS,5, ,,1994,0.008753397,0.007209943,0.007228428,ITA,Berlusconi I,0,0,0,,,0,27,Social Christians,26,146,0.79365081,7.6707511,0,1,0.007987221,0,0.007936508,0,0,0,0,0,0,0,1,0,0,0,0,0
LAM,1, ,,1994,0.001754088,0.00142496,0.001461841,ITA,Berlusconi I,0,0,0,,,0,27,Southern Action League,26,146,0.15873016,7.6707511,0,1,0.001597444,0,0.001587302,0,0,0,0,0,0,0,1,0,0,0,0,0
AD,18, ,,1994,0.031579666,0.026876507,0.026923299,ITA,Berlusconi I,0,0,0,5,,0,27,Democratic Alliance,26,146,2.8571429,7.6707511,0,1,0.028753994,0,0.028571429,0,0,0,0,0,0,0,1,0,0,0,0,0
UDCE,4, ,,1994,0.006988354,0.005744436,0.005765486,ITA,Berlusconi I,0,0,0,,,2,27,Democratic Union of the Centre,26,146,0.63492066,7.6707511,0,1,0.006389776,0.083333336,0.006349206,0,0,0,0,0,0,0,1,0,0,0,0,0
LN,117,0,0,1994,0.17945133,0.19095527,0.1911817,ITA,Berlusconi I,0,1,0,7.6605556,,3,27,North League,26,146,18.571428,7.6707511,0,1,0.18530351,0.125,0.18571429,0,0,0,0,0,0,0,1,0,0,0,0,0
NONE,10, ,,1994,0.017514503,0.014574869,0.014620658,ITA,Berlusconi I,0,0,0,,,0,27,no party affiliation,26,146,1.5873016,7.6707511,0,1,0.015974442,0,0.015873017,0,0,0,0,0,0,0,1,0,0,0,0,0
CCD,29, ,,1994,0.054465175,0.046298984,0.046309721,ITA,Berlusconi I,0,1,0,5.9066667,,2,27,Christian Democratic Center,26,146,4.6031747,7.6707511,0,1,0.046325877,0.083333336,0.046031747,0,0,0,0,0,0,0,1,0,0,0,0,0
PPI,33, ,,1994,0.062594108,0.05377854,0.053584881,ITA,Berlusconi I,0,0,0,4.6266667,,0,27,Italian People's Party,26,146,5.2380953,7.6707511,0,1,0.052715655,0,0.052380953,0,0,0,0,0,0,0,1,0,0,0,0,0
UV,1,0,0,1994,0.001754088,0.00142496,0.001639834,ITA,Berlusconi I,0,0,0,,,0,27,Valdotanian Union,26,146,0.15873016,7.6707511,0,1,0.001597444,0,0.001587302,0,0,0,0,0,0,0,1,0,0,0,0,0
RS,1, ,,1994,0.001754088,0.00142496,0.001486769,ITA,Berlusconi I,0,0,0,,,0,27,Socialist Renewal,26,146,0.15873016,7.6707511,0,1,0.001597444,0,0.001587302,0,0,0,0,0,0,0,1,0,0,0,0,0
SVP,3,0,0,1994,0.005230614,0.004295661,0.004303379,ITA,Berlusconi I,0,0,0,5.4000001,,0,27,South Tyrol Peoples Party,26,146,0.47619048,7.6707511,0,1,0.004792332,0,0.004761905,0,0,0,0,0,0,0,1,0,0,0,0,0
FDV,11,0,0,1994,0.019307137,0.016105343,0.016154896,ITA,Berlusconi I,0,0,0,2.6337037,,0,27,Federation of the Greens,26,146,1.7460318,7.6707511,0,1,0.017571885,0,0.017460318,0,0,0,0,0,0,0,1,0,0,0,0,0
AN,109, ,,1994,0.16073456,0.17451061,0.17431393,ITA,Berlusconi I,0,1,0,7.9855557,,5,27,National Alliance,26,146,17.301588,7.6707511,0,1,0.17252396,0.20833333,0.17301588,0,0,0,0,0,0,0,1,0,0,0,0,0
DS,109,0,0,1994,0.16073456,0.17451061,0.17433678,ITA,Berlusconi I,0,0,0,2.6291667,,0,27,Left-Wing Democrats,26,146,17.301588,7.6707511,0,1,0.17252396,0,0.17301588,0,0,0,0,0,0,0,1,0,0,0,0,0
LR,6,0,0,1994,0.01050221,0.008672713,0.008679136,ITA,Berlusconi I,0,0,0,,,0,27,The Network / Movement for Democracy,26,146,0.95238096,7.6707511,0,1,0.009584664,0,0.00952381,0,0,0,0,0,0,0,1,0,0,0,0,0
R,6,0,0,1994,0.01050221,0.008672713,0.008671942,ITA,Berlusconi I,0,0,0,3.065,2.3,0,27,Radicals,26,146,0.95238096,7.6707511,0,1,0.009584664,0,0.00952381,0,0,0,0,0,0,0,1,0,0,0,0,0
PSI,14,1,0,1994,0.024634726,0.020691035,0.020756351,ITA,Berlusconi I,0,0,0,3.7722222,3.1,0,27,Italian Socialist Party,26,146,2.2222223,7.6707511,0,1,0.022364218,0,0.022222223,0,0,0,0,0,0,0,1,0,0,0,0,0
PRC,39,0,0,1994,0.07810133,0.066830978,0.066594571,ITA,Berlusconi I,0,0,0,0.95500001,,0,27,Communist Refoundation Party,26,146,6.1904764,7.6707511,0,1,0.062300321,0,0.061904762,0,0,0,0,0,0,0,1,0,0,0,0,0
FI,99, ,,1994,0.13728018,0.1539786,0.15389766,ITA,Berlusconi I,0,1,1,6.9677778,,12,27,Go Italy,26,146,15.714286,7.6707511,0,1,0.15654951,0.5,0.15714286,0,0,0,0,0,0,0,1,0,0,0,0,0
PS,13, ,,1994,0.022839658,0.019148085,0.019164817,ITA,Berlusconi I,0,0,0,6,,0,27,Segni Pact,26,146,2.0634921,7.6707511,0,1,0.020766772,0,0.020634921,0,0,0,0,0,0,0,1,0,0,0,0,0
PP,1,0,0,2010,0.008406894,0.008008658,0.006122036,BEL,Leterme III,1,0,0,,,0,15,People's Party,64,486,0.66666669,8.4206591,1,1,0.006666667,0,0.006666667,0,1,0,0,0,0,0,0,0,0,0,0,0
N-VA,27,0,0,2010,0.19125684,0.19448052,0.1930739,BEL,Leterme III,1,0,0,6.4292222,6.8,0,15,New Flemish Alliance,64,486,18,8.4206591,1,1,0.18000001,0,0.18000001,0,1,0,0,0,0,0,0,0,0,0,0,0
AGL-GR,5,0,0,2010,0.031105507,0.030483404,0.02989275,BEL,Leterme III,1,0,0,2.8282222,4.5,0,15,Agalev -- Groen,64,486,3.3333333,8.4206591,1,1,0.033333335,0,0.033333335,0,1,0,0,0,0,0,0,0,0,0,0,0
CD&V,17,0,0,2010,0.11139134,0.11121934,0.11112779,BEL,Leterme III,1,0,0,5.7719444,5.8,5,15,Christian Democrats & Flemish,64,486,11.333333,8.4206591,1,1,0.11333334,0.41666666,0.11333334,0,1,0,0,0,0,0,0,0,0,0,0,0
SP,13,1,0,2010,0.084068939,0.08340548,0.083240464,BEL,Leterme III,1,0,0,3.3017778,2.9,0,15,Socialist Party,64,486,8.666667,8.4206591,1,1,0.086666666,0,0.086666666,0,1,0,0,0,0,0,0,0,0,0,0,0
LD,1,0,0,2010,0.008406894,0.008008658,0.006889437,BEL,Leterme III,1,0,0,,,0,15,List Dedecker,64,486,0.66666669,8.4206591,1,1,0.006666667,0,0.006666667,0,1,0,0,0,0,0,0,0,0,0,0,0
PSC,9,1,0,2010,0.057166878,0.056421354,0.056961533,BEL,Leterme III,1,1,0,5.5811111,6.3,1,15,Francophone Christian Social Party,64,486,6,8.4206591,1,1,0.059999999,0.083333336,0.059999999,0,1,0,0,0,0,0,0,0,0,0,0,0
MR,18,1,0,2010,0.1185372,0.11818182,0.11815639,BEL,Leterme III,1,1,0,6.8216666,7.6,3,15,Reformist Movement,64,486,12,8.4206591,1,1,0.12,0.25,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0
ECOLO,8,0,0,2010,0.051702395,0.05036075,0.051221203,BEL,Leterme III,1,0,0,2.9113333,4.5,0,15,Confederated ecologists for the organisation of original struggles,64,486,5.3333335,8.4206591,1,1,0.053333335,0,0.053333335,0,1,0,0,0,0,0,0,0,0,0,0,0
VB,12,0,0,2010,0.074821353,0.073809527,0.076328367,BEL,Leterme III,1,0,0,9.7272223,9.8,0,15,Flemish Block,64,486,8,8.4206591,1,1,0.079999998,0,0.079999998,0,1,0,0,0,0,0,0,0,0,0,0,0
PVV,13,1,1,2010,0.084068939,0.08340548,0.08329726,BEL,Leterme III,1,0,0,6.9802778,7.8,0,15,Party of Liberty and Progress,64,486,8.666667,8.4206591,1,1,0.086666666,0,0.086666666,0,1,0,0,0,0,0,0,0,0,0,0,0
PS,26,1,0,2010,0.17906684,0.18221501,0.18368886,BEL,Leterme III,1,1,0,3.1588889,2.5,3,15,Francophone Socialist Party,64,486,17.333334,8.4206591,1,1,0.17333333,0.25,0.17333333,0,1,0,0,0,0,0,0,0,0,0,0,0
V,10,1,0,2005,0.054545455,0.052380953,0.046454877,NOR,Stoltenberg II,0,0,0,4.7,4,0,19,Liberal Party of Norway,9,3,5.9171596,4.5617313,0,0,0.06666667,0,0.059171598,0,0,0,0,0,0,0,0,0,0,1,0,0
H,23,1,0,2005,0.12727273,0.11904762,0.13972889,NOR,Stoltenberg II,0,0,0,7.7388889,7.7,0,19,Conservative Party,9,3,13.609468,4.5617313,0,0,0.13333334,0,0.13609467,0,0,0,0,0,0,0,0,0,0,1,0,0
FR,38,0,0,2005,0.16363636,0.18571429,0.17835836,NOR,Stoltenberg II,0,0,0,9.2444444,9.4,0,19,Progress Party,9,3,22.485207,4.5617313,0,0,0.2,0,0.22485207,0,0,0,0,0,0,0,0,0,0,1,0,0
KRF,11,1,1,2005,0.054545455,0.052380953,0.053660825,NOR,Stoltenberg II,0,0,0,6.1333333,6.1,0,19,Christian Democratic Party,9,3,6.5088758,4.5617313,0,0,0.06666667,0,0.065088756,0,0,0,0,0,0,0,0,0,0,1,0,0
SP,11,0,0,2005,0.054545455,0.052380953,0.053915799,NOR,Stoltenberg II,0,1,0,5.3055556,5.8,3,19,Centre Party,9,3,6.5088758,4.5617313,0,0,0.06666667,0.15789473,0.065088756,0,0,0,0,0,0,0,0,0,0,1,0,0
SV,15,0,0,2005,0.12727273,0.11904762,0.089648895,NOR,Stoltenberg II,0,1,0,1.4611111,1.2,5,19,Socialist Left Party,9,3,8.8757401,4.5617313,0,0,0.13333334,0.2631579,0.088757396,0,0,0,0,0,0,0,0,0,0,1,0,0
DNA,61,0,0,2005,0.41818181,0.41904762,0.43823236,NOR,Stoltenberg II,0,1,1,3.2388889,3,11,19,Norwegian Labour Party,9,3,36.094673,4.5617313,0,0,0.33333334,0.57894737,0.36094674,0,0,0,0,0,0,0,0,0,0,1,0,0
FPO,52,0,0,1999,0.33333334,0.33333334,0.33333334,AUT,Schuessel I,0,1,0,8.2955556,6.8,6,12,Freedom Party of Austria,59,492,28.4153,3.4071624,0,1,0.33333334,0.5,0.28415301,1,0,0,0,0,0,0,0,0,0,0,0,0
GRUENE,14,0,0,1999,0,0,0,AUT,Schuessel I,0,0,0,2.4916667,,0,12,The Greens -- The Green Alternative,59,492,7.6502733,3.4071624,0,1,0,0,0.076502733,1,0,0,0,0,0,0,0,0,0,0,0,0
SPO,65,1,1,1999,0.33333334,0.33333334,0.33333334,AUT,Schuessel I,0,0,0,3.6593333,3,0,12,Social Democratic Party of Austria,59,492,35.519127,3.4071624,0,1,0.33333334,0,0.35519126,1,0,0,0,0,0,0,0,0,0,0,0,0
OVP,52,1,0,1999,0.33333334,0.33333334,0.33333334,AUT,Schuessel I,0,1,1,6.3666666,5.8,6,12,Austrian People's Party,59,492,28.4153,3.4071624,0,1,0.33333334,0.5,0.28415301,1,0,0,0,0,0,0,0,0,0,0,0,0
PD,10,0,0,1992,0.085714288,0.073809527,0.087315075,IRL,Reynolds II,0,0,0,7.9902778,,0,16,Progressive Democrats,37,359,6.0240965,3.4969542,0,1,0.13333334,0,0.060975611,0,0,0,0,0,1,0,0,0,0,0,0,0
FG,45,1,1,1992,0.21904762,0.22380953,0.22112836,IRL,Reynolds II,0,0,0,6.4893333,6.8,0,16,Fine Gael (Familiy of the Irish),37,359,27.108435,3.4969542,0,1,0.2,0,0.27439025,0,0,0,0,0,1,0,0,0,0,0,0,0
FF,70,0,0,1992,0.3904762,0.40714285,0.42139834,IRL,Reynolds II,0,1,1,5.9926667,6.3,9,16,Fianna Fail (Soldiers of Destiny),37,359,40.963856,3.4969542,0,1,0.33333334,0.5625,0.42682928,0,0,0,0,0,1,0,0,0,0,0,0,0
LAB,33,1,0,1992,0.21904762,0.22380953,0.22112836,IRL,Reynolds II,0,1,0,3.6788889,3.6,7,16,Labour Party,37,359,19.879519,3.4969542,0,1,0.2,0.4375,0.20121951,0,0,0,0,0,1,0,0,0,0,0,0,0
DLP,4,1,0,1992,0.06666667,0.057142857,0.033758767,IRL,Reynolds II,0,0,0,1.8888889,,0,16,Democratic Left,37,359,2.4096386,3.4969542,0,1,0.06666667,0,0.024390243,0,0,0,0,0,1,0,0,0,0,0,0,0
NONE,1,0,0,1992,0.00952381,0.007142857,0.007438066,IRL,Reynolds II,0,0,0,,,0,16,no party affiliation,37,359,3.0120482,3.4969542,0,1,0,0,0.006097561,0,0,0,0,0,1,0,0,0,0,0,0,0
GREENS,1,0,0,1992,0.00952381,0.007142857,0.007833026,IRL,Reynolds II,0,0,0,2.4211111,,0,16,Green Party,37,359,0.60240966,3.4969542,0,1,0.06666667,0,0.006097561,0,0,0,0,0,1,0,0,0,0,0,0,0
D66,14,1,0,1998,0.052631579,0.049603175,0.05054903,NLD,Kok II,0,1,0,4.4204445,4.4,3,15,Libertarians,8,372,9.333333,4.8138638,0,1,0.083333336,0.2,0.093333334,0,0,0,0,0,0,0,0,0,1,0,0,0
GPV,2,0,0,1998,0.011441648,0.012698413,0.009364341,NLD,Kok II,0,0,0,8.1444444,9,0,15,Reformed Political League,8,372,1.3333334,4.8138638,0,1,0.018518519,0,0.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
SGP,3,0,0,1998,0.016018307,0.01626984,0.013821039,NLD,Kok II,0,0,0,8.4472222,9.2,0,15,Political Reformed Party,8,372,2,4.8138638,0,1,0.027777778,0,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0
PVDA,45,1,1,1998,0.33638445,0.34722221,0.3495158,NLD,Kok II,0,1,1,3.5371111,2.6,6,15,Labour,8,372,30,4.8138638,0,1,0.28703704,0.40000001,0.30000001,0,0,0,0,0,0,0,0,0,1,0,0,0
VVD,38,1,0,1998,0.24942791,0.26031747,0.26270807,NLD,Kok II,0,1,0,7.2037778,7.4,6,15,People's Party for Freedom and Democracy,8,372,25.333334,4.8138638,0,1,0.22222222,0.40000001,0.25333333,0,0,0,0,0,0,0,0,0,1,0,0,0
CDA,29,0,0,1998,0.24027459,0.22460318,0.22829887,NLD,Kok II,0,0,0,5.8017777,5.7,0,15,Christian Democrats,8,372,19.333334,4.8138638,0,1,0.2037037,0,0.19333333,0,0,0,0,0,0,0,0,0,1,0,0,0
SP,5,0,0,1998,0.025171624,0.023412699,0.023134513,NLD,Kok II,0,0,0,1.2425,0.6,0,15,Socialist Party,8,372,3.3333333,4.8138638,0,1,0.046296295,0,0.033333335,0,0,0,0,0,0,0,0,0,1,0,0,0
RPF,3,0,0,1998,0.016018307,0.01626984,0.013834847,NLD,Kok II,0,0,0,8.2962964,9.2,0,15,Reformatory Political Federation,8,372,2,4.8138638,0,1,0.027777778,0,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0
GL,11,0,0,1998,0.052631579,0.049603175,0.048773497,NLD,Kok II,0,0,0,2.0366666,,0,15,Green Left,8,372,7.3333335,4.8138638,0,1,0.083333336,0,0.07333333,0,0,0,0,0,0,0,0,0,1,0,0,0
R,13,0,0,1987,0.023169218,0.016899766,0.016465006,ITA,Goria,0,0,0,3.065,2.3,0,31,Radicals,26,17,2.0634921,4.0743632,0,1,0.031325303,0,0.020667726,0,0,0,0,0,0,0,1,0,0,0,0,0
PCI,177,0,0,1987,0.21238449,0.22143134,0.22107492,ITA,Goria,0,0,0,1.6,1.6,0,31,Communist Party,26,17,28.095238,4.0743632,0,1,0.19759037,0,0.28139904,0,0,0,0,0,0,0,1,0,0,0,0,0
DP,8,0,0,1987,0.012825817,0.008988234,0.009666599,ITA,Goria,0,0,0,0.5,0.5,0,31,Proletarian Democracy,26,17,1.2698413,4.0743632,0,1,0.019277109,0,0.012718601,0,0,0,0,0,0,0,1,0,0,0,0,0
PSA,2,0,0,1987,0.003309888,0.002267177,0.002386755,ITA,Goria,0,0,0,4.1999998,,0,31,Sardinian Action Party,26,17,0.31746033,4.0743632,0,1,0.004819277,0,0.00317965,0,0,0,0,0,0,0,1,0,0,0,0,0
SVP,3,0,0,1987,0.00482692,0.003252303,0.003567104,ITA,Goria,0,0,0,5.4000001,,0,31,South Tyrol Peoples Party,26,17,0.47619048,4.0743632,0,1,0.007228916,0,0.004769475,0,0,0,0,0,0,0,1,0,0,0,0,0
DC,234,1,1,1987,0.35250309,0.39275724,0.39352834,ITA,Goria,0,1,1,5.6611111,5.4,16,31,Christian Democrats,26,17,37.142857,4.0743632,0,1,0.3060241,0.51612902,0.37201908,0,0,0,0,0,0,0,1,0,0,0,0,0
PSI,94,1,0,1987,0.21238449,0.22143134,0.22099021,ITA,Goria,0,1,0,3.7722222,3.1,8,31,Italian Socialist Party,26,17,14.920635,4.0743632,0,1,0.19759037,0.25806451,0.14944357,0,0,0,0,0,0,0,1,0,0,0,0,0
MSI,35,0,0,1987,0.065094471,0.0504773,0.049997438,ITA,Goria,0,0,0,9.1777778,9.1,0,31,Italian Social Movement,26,17,5.5555553,4.0743632,0,1,0.084337346,0,0.055643879,0,0,0,0,0,0,0,1,0,0,0,0,0
PLI,11,1,0,1987,0.019859331,0.01460484,0.013921123,ITA,Goria,0,1,0,6.45,5.9,1,31,Italian Liberal Party,26,17,1.7460318,4.0743632,0,1,0.026506023,0.032258064,0.017488075,0,0,0,0,0,0,0,1,0,0,0,0,0
PRI,21,1,0,1987,0.039304923,0.028396603,0.02785573,ITA,Goria,0,1,0,4.9703704,4.8,3,31,Republican Party,26,17,3.3333333,4.0743632,0,1,0.05060241,0.096774191,0.033386327,0,0,0,0,0,0,0,1,0,0,0,0,0
